C1;C5;,4.465424,94.652778,0,0,77,0,0.000000,90500.000000,46000, ,476000, ,2.000000,0.000000,3.000000
C1;C2;,4.031249,97.638889,0,0,34,0,0.000000,28200.000000,12500, ,491750, ,2.000000,0.000000,1.000000
C17;C18;,5.697865,94.305556,0,37,45,0,114100.000000,66500.000000,41000, ,474600, ,2.000000,5.000000,2.000000
C1;C2;,2.542299,99.444444,0,8,0,0,14400.000000,0.000000,9000, ,501200, ,2.000000,1.000000,0.000000
C1;C5;,2.647265,89.097222,0,0,157,0,0.000000,178200.000000,75000, ,447300, ,2.000000,0.000000,5.000000
C17;C18;,2.231994,97.708333,0,33,0,0,90100.000000,0.000000,17500, ,492450, ,2.000000,4.000000,0.000000
C1;C2;,3.539242,99.027778,0,14,0,0,21300.000000,0.000000,7000, ,499100, ,2.000000,2.000000,0.000000
C1;C5;,2.971755,98.958333,0,15,0,0,29100.000000,0.000000,9500, ,498750, ,2.000000,2.000000,0.000000
C17;C18;,2.781241,93.055556,0,40,60,0,100000.000000,133200.000000,49000, ,468300, ,2.000000,5.000000,2.000000
C1;C2;,3.587276,96.250000,0,16,38,0,22900.000000,33800.000000,27000, ,484400, ,2.000000,2.000000,1.000000
C17;C18;,3.429849,96.805556,0,22,24,0,51400.000000,54000.000000,22500, ,487550, ,2.000000,3.000000,1.000000
C1;C5;,1.551879,98.888889,0,16,0,0,32500.000000,0.000000,10000, ,498400, ,2.000000,2.000000,0.000000
C1;C2;,2.236410,96.527778,0,18,32,0,25400.000000,26600.000000,24500, ,486150, ,2.000000,2.000000,1.000000
C17;C18;,2.662903,94.861111,0,16,58,0,49600.000000,83400.000000,37000, ,477400, ,2.000000,2.000000,2.000000
C1;C5;,1.354247,100.000000,0,0,0,0,0.000000,0.000000,2000, ,504000, ,2.000000,0.000000,0.000000
C17;C18;,2.341989,95.972222,0,31,27,0,70300.000000,60300.000000,27500, ,483350, ,2.000000,4.000000,1.000000
C1;C2;,2.115989,97.916667,0,0,30,0,0.000000,25000.000000,20500, ,493150, ,2.000000,0.000000,1.000000
C1;C5;,1.505744,99.513889,0,7,0,0,30700.000000,0.000000,500, ,501550, ,2.000000,1.000000,0.000000
C1;C5;,1.501426,97.361111,0,13,25,0,26200.000000,21000.000000,15500, ,490350, ,2.000000,2.000000,1.000000
C1;C2;,2.581067,96.180556,0,0,55,0,0.000000,46000.000000,33500, ,484050, ,2.000000,0.000000,2.000000
C17;C18;,2.430509,96.597222,0,23,26,0,59900.000000,58200.000000,24000, ,486500, ,2.000000,3.000000,1.000000
C17;C18;,3.422684,97.708333,0,33,0,0,92500.000000,0.000000,17500, ,492450, ,2.000000,4.000000,0.000000
C1;C2;,3.869293,97.430556,0,13,24,0,20500.000000,20200.000000,16000, ,490700, ,2.000000,2.000000,1.000000
C1;C5;,1.528115,100.000000,0,0,0,0,0.000000,0.000000,2000, ,504000, ,2.000000,0.000000,0.000000
