1,123371.200000
2,123371.200000
3,123371.200000
4,123371.200000
5,123371.200000
6,107673.800000
7,107673.800000
8,107673.800000
9,107673.800000
10,101844.200000
11,101844.200000
12,101844.200000
13,101844.200000
14,101844.200000
15,101844.200000
16,95284.400000
17,95284.400000
18,95284.400000
19,92155.400000
20,92155.400000
21,92155.400000
22,92155.400000
23,92155.400000
24,92155.400000
25,92155.400000
26,92155.400000
27,92155.400000
28,92155.400000
29,92155.400000
30,92155.400000
31,92155.400000
32,92155.400000
33,92155.400000
34,92155.400000
35,92155.400000
36,92155.400000
37,92155.400000
38,92155.400000
39,92155.400000
40,92155.400000
41,90327.200000
42,86466.600000
43,86466.600000
44,86466.600000
45,86466.600000
46,86466.600000
47,86466.600000
48,86466.600000
49,86466.600000
50,86466.600000
51,86466.600000
52,86466.600000
53,86466.600000
54,85103.800000
55,85103.800000
56,85103.800000
57,85103.800000
58,78202.700000
59,78202.700000
60,78202.700000
61,78202.700000
62,78202.700000
63,78202.700000
64,78202.700000
65,78202.700000
66,78202.700000
67,78202.700000
68,78202.700000
69,78202.700000
70,78202.700000
71,78202.700000
72,77253.200000
73,77253.200000
74,77253.200000
75,76944.100000
76,76944.100000
77,76944.100000
78,76944.100000
79,76944.100000
80,76944.100000
81,76944.100000
82,76944.100000
83,76673.800000
84,76673.800000
85,76673.800000
86,76673.800000
87,76673.800000
88,76673.800000
89,76673.800000
90,76673.800000
91,76673.800000
92,75472.800000
93,75472.800000
94,75472.800000
95,74589.600000
96,73099.400000
97,73099.400000
98,73099.400000
99,73099.400000
100,73099.400000
