C1;C2;,3.296817,97.986111,0,0,29,0,0.000000,24200.000000,13000, ,493500, ,2.000000,0.000000,1.000000
C1;C2;,1.235246,97.708333,0,0,33,0,0.000000,37200.000000,19000, ,492100, ,2.000000,0.000000,1.000000
C1;C2;,3.516353,97.777778,0,0,32,0,0.000000,26600.000000,16500, ,492450, ,2.000000,0.000000,1.000000
C1;C2;,2.984212,97.638889,0,0,34,0,0.000000,38300.000000,17500, ,491750, ,2.000000,0.000000,1.000000
C1;C2;C3;C4;,41.527318,91.666667,0,0,120,0,0.000000,156550.000000,68000, ,460600, ,2.000000,0.000000,4.000000
C1;C2;C3;C4;,73.590371,89.791667,0,0,147,0,0.000000,148700.000000,70000, ,450800, ,2.000000,0.000000,5.000000
