,3351071.200000 (111100001101011001101101001110010100001100110110111000101010010111101011100100101011110010110001010001011010111011111101),458200.000000,1136633.200000,1756238.000000,3351071.200000,288.000000,737.183000,1025.183000,620.498141,4414794.8
,3300715.400000 (10110101001100100011111111011001001111100011110010011100000101100010101110110001011001010111010011101011110101110100011),425400.000000,1205963.400000,1669352.000000,3300715.400000,284.000000,687.877000,971.877000,673.701698,4414794.8
