1000,25261.500000,1010
2000,25441.300000,1010
3000,25536.533333,1010
4000,25510.500000,1010
5000,25383.040000,1010
6000,25299.683333,1010
7000,25424.600000,1010
8000,25344.537500,1010
9000,25414.733333,1010
10000,25581.800000,1010
11000,25543.627273,1010
12000,25451.875000,1010
13000,25438.523077,1010
14000,25507.364286,1010
15000,25464.560000,1010
16000,25456.450000,1010
17000,25552.547059,1010
18000,25416.383333,1010
19000,25423.378947,1010
20000,25576.180000,1010
21000,25459.652381,1010
22000,25520.568182,1010
23000,25602.856522,1010
24000,25508.779167,1010
25000,25464.884000,1010
26000,25546.392308,1010
27000,25545.318519,1010
28000,25533.857143,1010
29000,25568.706897,1010
30000,25502.133333,1010
31000,25474.845161,1010
32000,25522.062500,1010
33000,25542.463636,1010
34000,25553.447059,1010
35000,25493.000000,1010
36000,25444.952778,1010
37000,25642.962162,1010
38000,25575.036842,1010
39000,25389.525641,1010
40000,25483.140000,1010
41000,25521.229268,1010
42000,25428.750000,1010
43000,25554.995349,1010
44000,25625.484091,1010
45000,25501.704444,1010
46000,25535.828261,1010
47000,25569.540426,1010
48000,25434.160417,1010
49000,25630.600000,1010
50000,25559.398000,1010
51000,25688.633333,1010
52000,25501.505769,1010
53000,25572.420755,1010
54000,25566.977778,1010
55000,25473.981818,1010
56000,25547.233929,1010
57000,25513.615789,1010
58000,25559.032759,1010
59000,25480.161017,1010
60000,25514.000000,1010
61000,25524.455738,1010
62000,25569.593548,1010
63000,25522.826984,1010
64000,25425.296875,1010
65000,25507.446154,1010
66000,25521.593939,1010
67000,25493.755224,1010
68000,25475.797059,1010
69000,25452.586957,1010
70000,25422.365714,1010
71000,25490.514085,1010
72000,25503.205556,1010
73000,25514.709589,1010
74000,25485.321622,1010
75000,25521.854667,1010
76000,25457.731579,1010
77000,25484.044156,1010
78000,25527.571795,1010
79000,25508.622785,1010
80000,25486.413750,1010
81000,25530.919753,1010
82000,25443.469512,1010
83000,25510.956627,1010
84000,25542.909524,1010
85000,25526.842353,1010
86000,25422.065116,1010
87000,25515.424138,1010
88000,25580.048864,1010
89000,25550.941573,1010
90000,25514.817778,1010
91000,25498.017582,1010
92000,25498.776087,1010
93000,25477.033333,1010
94000,25570.423404,1010
95000,25529.876842,1010
96000,25517.897917,1010
97000,25502.672165,1010
98000,25538.395918,1010
99000,25486.700000,1010
100000,25571.102000,1010
101000,25502.566337,1010
102000,25439.172549,1010
103000,25517.766990,1010
104000,25471.989423,1010
105000,25508.354286,1010
106000,25547.509434,1010
107000,25470.489720,1010
108000,25511.825926,1010
109000,25484.845872,1010
110000,25568.328182,1010
111000,25536.331532,1010
112000,25505.664286,1010
113000,25501.806195,1010
114000,25488.689474,1010
115000,25502.106957,1010
116000,25524.364655,1010
117000,25519.281197,1010
118000,25525.017797,1010
119000,25541.094118,1010
120000,25476.330000,1010
121000,25501.614876,1010
122000,25467.921311,1010
123000,25504.433333,1010
124000,25566.057258,1010
125000,25544.550400,1010
126000,25537.400794,1010
127000,25468.126772,1010
128000,25528.901563,1010
129000,25509.514729,1010
130000,25503.367692,1010
131000,25521.458015,1010
132000,25558.453788,1010
133000,25466.589474,1010
134000,25549.329851,1010
135000,25455.637778,1010
136000,25555.122059,1010
137000,25517.154015,1010
138000,25515.359420,1010
139000,25560.969065,1010
140000,25545.609286,1010
141000,25504.550355,1010
142000,25552.077465,1010
143000,25545.772028,1010
144000,25536.575000,1010
145000,25480.562069,1010
146000,25493.246575,1010
147000,25525.548980,1010
148000,25507.639189,1010
149000,25560.996644,1010
150000,25537.102667,1010
151000,25510.604636,1010
152000,25482.307895,1010
153000,25511.924183,1010
154000,25507.467532,1010
155000,25489.723226,1010
156000,25482.667308,1010
157000,25448.698726,1010
158000,25546.196835,1010
159000,25513.411321,1010
160000,25531.694375,1010
161000,25541.338509,1010
162000,25511.099383,1010
163000,25510.138650,1010
164000,25496.932317,1010
165000,25493.652727,1010
166000,25531.989759,1010
167000,25524.133533,1010
168000,25506.207143,1010
169000,25493.231361,1010
170000,25536.291176,1010
171000,25527.478947,1010
172000,25536.495349,1010
173000,25545.793064,1010
174000,25513.737356,1010
175000,25568.764571,1010
176000,25513.664205,1010
177000,25533.075141,1010
178000,25503.819101,1010
179000,25504.475419,1010
180000,25527.562778,1010
181000,25514.929834,1010
182000,25509.418681,1010
183000,25513.361749,1010
184000,25501.404348,1010
185000,25430.520000,1010
186000,25547.911828,1010
187000,25516.837968,1010
188000,25455.124468,1010
189000,25548.762434,1010
190000,25507.942632,1010
191000,25503.656545,1010
192000,25491.592708,1010
193000,25518.757513,1010
194000,25541.409278,1010
195000,25509.972308,1010
196000,25515.287245,1010
197000,25500.451777,1010
198000,25522.517677,1010
199000,25559.513568,1010
200000,25506.305500,1010
201000,25485.144279,1010
202000,25494.357426,1010
203000,25491.787192,1010
204000,25510.518627,1010
205000,25529.657561,1010
206000,25515.753883,1010
207000,25530.462802,1010
208000,25534.505769,1010
209000,25548.715311,1010
210000,25528.550476,1010
211000,25557.301422,1010
212000,25493.034434,1010
213000,25558.727230,1010
214000,25519.816355,1010
215000,25515.450233,1010
216000,25486.243981,1010
217000,25543.087558,1010
218000,25498.776606,1010
219000,25526.881735,1010
220000,25518.474545,1010
221000,25564.989593,1010
222000,25501.681081,1010
223000,25477.986547,1010
224000,25493.660268,1010
225000,25514.808889,1010
226000,25494.372566,1010
227000,25530.708370,1010
228000,25510.332018,1010
229000,25493.749782,1010
230000,25503.020000,1010
231000,25485.638095,1010
232000,25523.908621,1010
233000,25516.302146,1010
234000,25549.419658,1010
235000,25475.262553,1010
236000,25543.218644,1010
237000,25530.512658,1010
238000,25493.446218,1010
239000,25489.807113,1010
240000,25513.236667,1010
241000,25514.308714,1010
242000,25495.123554,1010
243000,25501.515226,1010
244000,25497.813934,1010
245000,25492.727347,1010
246000,25491.668293,1010
247000,25481.517409,1010
248000,25530.341532,1010
249000,25540.069076,1010
250000,25516.654000,1010
251000,25484.028287,1010
252000,25546.432540,1010
253000,25496.953755,1010
254000,25515.050394,1010
255000,25532.729412,1010
256000,25513.170313,1010
257000,25540.640078,1010
258000,25502.465116,1010
259000,25504.908880,1010
260000,25514.825769,1010
261000,25519.887739,1010
262000,25501.054580,1010
263000,25520.377567,1010
264000,25485.648864,1010
265000,25522.710943,1010
266000,25493.240602,1010
267000,25499.279775,1010
268000,25528.526493,1010
269000,25527.936059,1010
270000,25513.092963,1010
271000,25493.273432,1010
272000,25506.607353,1010
273000,25503.019780,1010
274000,25528.010584,1010
275000,25508.143273,1010
276000,25537.571014,1010
277000,25483.849819,1010
278000,25518.476978,1010
279000,25491.093907,1010
280000,25512.686071,1010
281000,25503.563345,1010
282000,25503.877660,1010
283000,25523.976678,1010
284000,25483.271127,1010
285000,25534.392281,1010
286000,25509.050000,1010
287000,25508.335192,1010
288000,25513.356597,1010
