C1;C2;C3;C4;C5;C6;C7;C8;,0.000000,90.972222,0,41,89,0,69300.000000,117326.300000,65162, ,458386, ,2.000000,5.000000,2.965000
C1;C2;C3;C4;C5;C6;C7;C8;,0.000000,91.319444,0,37,88,0,62900.000000,115530.350000,62937, ,459943, ,2.000000,5.000000,2.941000
